Hotel Name,Location,County or Region,Country,Hotel Description,Price Range,Amenities,Hotel Category,Contact Information,Website URL,Source URL
Bravo Coco Beach,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"313, Toure Drive, Dar es salaaam",https://bravococo.co.tz,https://www.openstreetmap.org/way/168686359
Anvir Villas,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/way/169831119
Hotel Sea Cliff,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,air conditioning,Unrated,"Toure Drive, Dar es Salaam",http://www.hotelseacliff.com/,https://www.openstreetmap.org/way/169835957
Grand Villa hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"Zimbabwe, Dar es salaaam",No website available,https://www.openstreetmap.org/way/243158436
Bluereef Lodge,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"29, Kondoa Street, Dar es salaaam",No website available,https://www.openstreetmap.org/way/335090929
La Vista Inn,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,Mlali Street,No website available,https://www.openstreetmap.org/way/335187031
Colosseum Hotel and Fitness Club,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,Oysterbay,No website available,https://www.openstreetmap.org/way/338049317
Korini Market Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,Tandale Street,No website available,https://www.openstreetmap.org/way/341176314
New Royal Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,Kwa Tumbo,No website available,https://www.openstreetmap.org/way/342933400
summer hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,sisi kwa sisi,No website available,https://www.openstreetmap.org/way/360264092
KB Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,Mferejini,No website available,https://www.openstreetmap.org/way/360288210
New Laki Louge,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,Midizini,No website available,https://www.openstreetmap.org/way/360313812
Big Brother Motel Inn,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,Tabata Street,No website available,https://www.openstreetmap.org/way/360464269
Namnani Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"Sinza Madukani, Dar es Salaam",No website available,https://www.openstreetmap.org/way/360710118
Jawabu Restaurant,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"Ngomati, Dar es salaam",No website available,https://www.openstreetmap.org/way/361568232
Happy Villa,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,air conditioning,Unrated,"174, Bonde La Mpunga",No website available,https://www.openstreetmap.org/way/362041323
Alexander's Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,air conditioning,Unrated,"52, Mary Knoll Lane, Dar es Salaam",No website available,https://www.openstreetmap.org/way/362921802
Great Wall,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,air conditioning,Unrated,Dar es Salaam,No website available,https://www.openstreetmap.org/way/363282912
Gianna Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"Kijitonyama, Dar es Salaam",No website available,https://www.openstreetmap.org/way/363723614
Kebby's Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"Pundamilia, Dar es Salaam",No website available,https://www.openstreetmap.org/way/363728096
Evening Star,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"Bwawani, Dar es Salaam",No website available,https://www.openstreetmap.org/way/363737233
Fahari hoteli,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"9, Sinza A, Dar es Salaam",No website available,https://www.openstreetmap.org/way/363742493
Vienna View,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"Mpakani B, Dar es Salaam",No website available,https://www.openstreetmap.org/way/363867421
Royal court,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"Sinza Madukani, Dar es Salaam",No website available,https://www.openstreetmap.org/way/363884209
Lantana Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"23, Kwa Remi Street, Dar es Salaam",No website available,https://www.openstreetmap.org/way/363917838
Mtanzania Hotel Limited,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,Chakula Bora,No website available,https://www.openstreetmap.org/way/364101625
New London Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,Mwembeni,No website available,https://www.openstreetmap.org/way/364112489
Dondon Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,Mwembeni,No website available,https://www.openstreetmap.org/way/364139344
Mambosasa Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"Sinza Palestina, Dar es Salaam",No website available,https://www.openstreetmap.org/way/364158703
Mkomilo Royal Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"Nyangumi, Dar es Salaam",No website available,https://www.openstreetmap.org/way/364290649
Mugade lodge,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"Nyangumi, Dar es Salaam",No website available,https://www.openstreetmap.org/way/364292195
Friendly Lodge,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"496, Nyangumi, Dar es Salaam",No website available,https://www.openstreetmap.org/way/364292453
Mapoloni Inn,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"Sunset, Dar es salaam",No website available,https://www.openstreetmap.org/way/364415692
Victoria Inn,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,Itaga Street,No website available,https://www.openstreetmap.org/way/364472852
Kituri Royal Inn Bar,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/way/364511445
Kituri Royal Inn,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/way/364511447
Mount Morial Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,Msolomi,No website available,https://www.openstreetmap.org/way/364511559
Kituri Royal Inn Lodge,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/way/364517100
White House Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,Mivinjeni Street,No website available,https://www.openstreetmap.org/way/364680516
Europer Bar And Restaurant,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"Malapa street, Dar es salaam",No website available,https://www.openstreetmap.org/way/364697246
Meridian Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,komakoma,No website available,https://www.openstreetmap.org/way/365324276
CWE Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,Mivinjeni,No website available,https://www.openstreetmap.org/way/365639165
Premice Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,Malapa street,No website available,https://www.openstreetmap.org/way/367228416
Golden Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,Mchikichini Street,No website available,https://www.openstreetmap.org/way/368429505
Tiffany Diamond Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"Jamhuri Street, Dar es Salaam",No website available,https://www.openstreetmap.org/way/368439335
Sofia Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"36, Bibi Titi Mohamed Road, Dar es Salaam",No website available,https://www.openstreetmap.org/way/368509998
Peacock Hotels City Center,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"32, Bibi Titi Street, Dar es Salaam",No website available,https://www.openstreetmap.org/way/368510044
Sugar Inn Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"5, Band Street, Dar es Salaam",No website available,https://www.openstreetmap.org/way/368510049
All suites Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"Bibi Titi Street, Dar es Salaam",No website available,https://www.openstreetmap.org/way/368510053
Hotel Agip,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,Pamba Street,No website available,https://www.openstreetmap.org/way/368956709
Four points by Sheraton,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,internet access,Unrated,Azikiwe Street,No website available,https://www.openstreetmap.org/way/368956721
Chelsea Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,"A hotel located in Dar es Salaam, rated 3 stars.",Check website,internet access,3-star,"14/75, Uhuru Street, Dar es Salaam",No website available,https://www.openstreetmap.org/way/370236349
Gold Plaza Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,Mkunguni Street,No website available,https://www.openstreetmap.org/way/370498066
Manyagwe Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"5, Pemba Street",No website available,https://www.openstreetmap.org/way/370584287
Ramada Resort Dar Es Salaam,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,"Plot Plot 170/171, Jangwani Beach, Dar es Salaam",https://www.ramadaresortdar.com/,https://www.openstreetmap.org/way/373033351
Cornrado Hotel,Dar es Salaam,Dar es Salaam Region,Tanzania,A hotel located in Dar es Salaam.,Check website,No amenities listed,Unrated,Lindi Street,No website available,https://www.openstreetmap.org/way/373086463
